,confirmados_novos,internados,internados_uci,lab,vigilancia,obitos_novos,suspeitos_novos,lab_lag_1,lab_lag_2,suspeitos_novos_lag_1,suspeitos_novos_lag_2,suspeitos_novos_lag_3,suspeitos_novos_lag_4,suspeitos_novos_lag_5,suspeitos_novos_lag_6,suspeitos_novos_lag_7,suspeitos_novos_lag_8,vigilancia_lag_1,vigilancia_lag_2,vigilancia_lag_3,vigilancia_lag_4,vigilancia_lag_5,vigilancia_lag_6,vigilancia_lag_7,vigilancia_lag_8,obitos_novos_lag_1,obitos_novos_lag_2,obitos_novos_lag_3,obitos_novos_lag_4,obitos_novos_lag_5,obitos_novos_lag_6,obitos_novos_lag_7,obitos_novos_lag_8,confirmados_novos_lag_1,confirmados_novos_lag_2,confirmados_novos_lag_3,confirmados_novos_lag_4,confirmados_novos_lag_5,confirmados_novos_lag_6,confirmados_novos_lag_7,confirmados_novos_lag_8,obitos_novos_trend_15,obitos_novos_trend_16,obitos_novos_trend_17,obitos_novos_trend_18,obitos_novos_trend_19,obitos_novos_trend_20,obitos_novos_trend_21,obitos_novos_trend_22,obitos_novos_trend_23,obitos_novos_trend_24,obitos_novos_trend_25,obitos_novos_trend_26,obitos_novos_trend_27,obitos_novos_trend_28,obitos_novos_trend_29,obitos_novos_trend_30,obitos_novos_trend_31,confirmados_novos_trend_15,confirmados_novos_trend_16,confirmados_novos_trend_17,confirmados_novos_trend_18,confirmados_novos_trend_19,confirmados_novos_trend_20,confirmados_novos_trend_21,confirmados_novos_trend_22,confirmados_novos_trend_23,confirmados_novos_trend_24,confirmados_novos_trend_25,confirmados_novos_trend_26,confirmados_novos_trend_27,confirmados_novos_trend_28,confirmados_novos_trend_29,confirmados_novos_trend_30,confirmados_novos_trend_31
29,1035,627.0,188.0,4610.0,19260.0,20.0,7880.0,4845.0,5508.0,6164.0,5288.0,7323.0,3174.0,1102.0,5681.0,1800.0,1895.0,11482.0,17785.0,19927.0,19816.0,14994.0,13624.0,11842.0,11842.0,21.0,19.0,24.0,16.0,17.0,10.0,10.0,9.0,446,792,902,724,549,633,302,460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.034883720930232,12.618421052631579,17.157894736842106,29.441176470588236,53.473684210526315,56.5,516.5,114.0,114.0,128.375,257.75,344.0,516.5,516.5,516.5,0.0,0.0
30,808,726.0,230.0,4957.0,20275.0,27.0,7371.0,4610.0,4845.0,7880.0,6164.0,5288.0,7323.0,3174.0,1102.0,5681.0,1800.0,19260.0,11482.0,17785.0,19927.0,19816.0,14994.0,13624.0,11842.0,20.0,21.0,19.0,24.0,16.0,17.0,10.0,10.0,1035,446,792,902,724,549,633,302,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905982905982906,8.395348837209303,9.631578947368421,13.175438596491228,22.764705882352942,41.526315789473685,43.888888888888886,403.0,88.77777777777777,88.77777777777777,100.0,201.0,268.3333333333333,403.0,403.0,403.0,0.0
31,783,1042.0,240.0,4958.0,21798.0,22.0,7438.0,4957.0,4610.0,7371.0,7880.0,6164.0,5288.0,7323.0,3174.0,1102.0,5681.0,20275.0,19260.0,11482.0,17785.0,19927.0,19816.0,14994.0,13624.0,27.0,20.0,21.0,19.0,24.0,16.0,17.0,10.0,808,1035,446,792,902,724,549,633,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.036082474226804,5.6923076923076925,8.104651162790697,9.302631578947368,12.736842105263158,22.029411764705884,40.21052631578947,42.5,390.5,86.0,86.0,96.875,194.75,260.0,390.5,390.5,390.5
32,852,1058.0,245.0,5392.0,22556.0,37.0,7482.0,4958.0,4957.0,7438.0,7371.0,7880.0,6164.0,5288.0,7323.0,3174.0,1102.0,21798.0,20275.0,19260.0,11482.0,17785.0,19927.0,19816.0,14994.0,22.0,27.0,20.0,21.0,19.0,24.0,16.0,17.0,783,808,1035,446,792,902,724,549,17.5,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.958041958041958,3.3917525773195876,6.282051282051282,8.906976744186046,10.210526315789474,13.947368421052632,24.058823529411764,43.8421052631579,46.333333333333336,425.0,93.66666666666667,93.66666666666667,105.5,212.0,283.0,425.0,425.0
33,638,1075.0,251.0,5518.0,22858.0,20.0,6710.0,5392.0,4958.0,7482.0,7438.0,7371.0,7880.0,6164.0,5288.0,7323.0,3174.0,22556.0,21798.0,20275.0,19260.0,11482.0,17785.0,19927.0,19816.0,37.0,22.0,27.0,20.0,21.0,19.0,24.0,16.0,852,783,808,1035,446,792,902,724,5.666666666666667,9.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7148936170212765,3.4615384615384617,2.288659793814433,4.452991452991453,6.4186046511627906,7.394736842105263,10.192982456140351,17.764705882352942,32.578947368421055,34.44444444444444,318.0,69.88888888888889,69.88888888888889,78.75,158.5,211.66666666666666,318.0
34,754,1084.0,267.0,4962.0,23209.0,29.0,5283.0,5518.0,5392.0,6710.0,7482.0,7438.0,7371.0,7880.0,6164.0,5288.0,7323.0,22858.0,22556.0,21798.0,20275.0,19260.0,11482.0,17785.0,19927.0,20.0,37.0,22.0,27.0,20.0,21.0,19.0,24.0,638,852,783,808,1035,446,792,902,3.8333333333333335,8.666666666666666,13.5,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.2085106382978723,4.2727272727272725,2.88659793814433,5.444444444444445,7.767441860465116,8.921052631578947,12.228070175438596,21.176470588235293,38.68421052631579,40.888888888888886,376.0,82.77777777777777,82.77777777777777,93.25,187.5,250.33333333333334
35,452,1099.0,270.0,4500.0,23470.0,16.0,5424.0,4962.0,5518.0,5283.0,6710.0,7482.0,7438.0,7371.0,7880.0,6164.0,5288.0,23209.0,22858.0,22556.0,21798.0,20275.0,19260.0,11482.0,17785.0,29.0,20.0,37.0,22.0,27.0,20.0,21.0,19.0,754,638,852,783,808,1035,446,792,7.0,1.6666666666666667,4.333333333333333,7.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4125,0.7384615384615385,0.9234042553191489,2.160839160839161,1.3298969072164948,2.8632478632478633,4.255813953488372,4.947368421052632,6.9298245614035086,12.294117647058824,22.789473684210527,24.11111111111111,225.0,49.22222222222222,49.22222222222222,55.5,112.0
36,712,1180.0,271.0,4442.0,25070.0,34.0,7936.0,4500.0,4962.0,5424.0,5283.0,6710.0,7482.0,7438.0,7371.0,7880.0,6164.0,23470.0,23209.0,22858.0,22556.0,21798.0,20275.0,19260.0,11482.0,16.0,29.0,20.0,37.0,22.0,27.0,20.0,21.0,452,754,638,852,783,808,1035,446,2.7777777777777777,16.0,4.666666666666667,10.333333333333334,16.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5478260869565217,1.225,1.7384615384615385,2.029787234042553,3.979020979020979,2.670103092783505,5.085470085470085,7.27906976744186,8.368421052631579,11.491228070175438,19.941176470588236,36.473684210526315,38.55555555555556,355.0,78.11111111111111,78.11111111111111,88.0
37,699,1211.0,245.0,5903.0,24481.0,35.0,5156.0,4442.0,4500.0,7936.0,5424.0,5283.0,6710.0,7482.0,7438.0,7371.0,7880.0,25070.0,23470.0,23209.0,22858.0,22556.0,21798.0,20275.0,19260.0,34.0,16.0,29.0,20.0,37.0,22.0,27.0,20.0,712,452,754,638,852,783,808,1035,2.5,2.888888888888889,16.5,4.833333333333333,10.666666666666666,16.5,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.314569536423841,0.5195652173913043,1.184375,1.6884615384615385,1.974468085106383,3.888111888111888,2.6030927835051547,4.9743589743589745,7.127906976744186,8.197368421052632,11.263157894736842,19.558823529411764,35.78947368421053,37.833333333333336,348.5,76.66666666666667,76.66666666666667
38,815,1173.0,241.0,3801.0,24708.0,29.0,10272.0,5903.0,4442.0,5156.0,7936.0,5424.0,5283.0,6710.0,7482.0,7438.0,7371.0,24481.0,25070.0,23470.0,23209.0,22858.0,22556.0,21798.0,20275.0,35.0,34.0,16.0,29.0,20.0,37.0,22.0,27.0,699,712,452,754,638,852,783,808,1.9,1.9,2.2222222222222223,13.5,3.8333333333333335,8.666666666666666,13.5,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28751974723538704,1.6986754966887416,0.7717391304347826,1.546875,2.1346153846153846,2.4680851063829787,4.699300699300699,3.2010309278350517,5.965811965811966,8.476744186046512,9.723684210526315,13.298245614035087,22.970588235294116,41.89473684210526,44.27777777777778,406.5,89.55555555555556
39,1516,1179.0,226.0,4509.0,25914.0,26.0,8406.0,3801.0,5903.0,10272.0,5156.0,7936.0,5424.0,5283.0,6710.0,7482.0,7438.0,24708.0,24481.0,25070.0,23470.0,23209.0,22858.0,22556.0,21798.0,29.0,35.0,34.0,16.0,29.0,20.0,37.0,22.0,815,699,712,452,754,638,852,783,0.5294117647058824,1.6,1.6,1.8888888888888888,12.0,3.3333333333333335,7.666666666666667,12.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.761384335154827,1.3949447077409163,4.0198675496688745,2.2956521739130435,3.7375,4.8307692307692305,5.451063829787234,9.601398601398602,6.814432989690721,11.957264957264957,16.627906976744185,18.94736842105263,25.596491228070175,43.588235294117645,78.78947368421052,83.22222222222223,757.0
40,515,1175.0,233.0,3961.0,25432.0,35.0,6736.0,4509.0,3801.0,8406.0,10272.0,5156.0,7936.0,5424.0,5283.0,6710.0,7482.0,25914.0,24708.0,24481.0,25070.0,23470.0,23209.0,22858.0,22556.0,26.0,29.0,35.0,34.0,16.0,29.0,20.0,37.0,1516,815,699,712,452,754,638,852,1.1875,1.0588235294117647,2.5,2.5,2.888888888888889,16.5,4.833333333333333,10.666666666666666,16.5,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2886740331491713,-0.061930783242258654,-0.18641390205371247,0.7052980132450332,0.11956521739130435,0.609375,0.9807692307692307,1.1914893617021276,2.6013986013986012,1.6546391752577319,3.4017094017094016,4.988372093023256,5.776315789473684,8.035087719298245,14.147058823529411,26.105263157894736,27.61111111111111
41,598,1177.0,228.0,3611.0,25041.0,34.0,5943.0,3961.0,4509.0,6736.0,8406.0,10272.0,5156.0,7936.0,5424.0,5283.0,6710.0,25432.0,25914.0,24708.0,24481.0,25070.0,23470.0,23209.0,22858.0,35.0,26.0,29.0,35.0,34.0,16.0,29.0,20.0,515,1516,815,699,712,452,754,638,0.4166666666666667,1.125,1.0,2.4,2.4,2.7777777777777777,16.0,4.666666666666667,10.333333333333334,16.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,-0.3370288248337029,-0.17403314917127072,0.08925318761384335,-0.05529225908372828,0.9801324503311258,0.3,0.86875,1.3,1.5446808510638297,3.1818181818181817,2.082474226804124,4.111111111111111,5.953488372093023,6.868421052631579,9.491228070175438,16.58823529411765,30.473684210526315
42,349,1187.0,188.0,3264.0,26989.0,31.0,2941.0,3611.0,3961.0,5943.0,6736.0,8406.0,10272.0,5156.0,7936.0,5424.0,5283.0,25041.0,25432.0,25914.0,24708.0,24481.0,25070.0,23470.0,23209.0,34.0,35.0,26.0,29.0,35.0,34.0,16.0,29.0,598,515,1516,815,699,712,452,754,0.631578947368421,0.2916666666666667,0.9375,0.8235294117647058,2.1,2.1,2.4444444444444446,14.5,4.166666666666667,9.333333333333334,14.5,0.0,30.0,0.0,0.0,0.0,0.0,-0.5593434343434344,-0.6130820399113082,-0.5179558011049724,-0.36429872495446264,-0.4486571879936809,0.15562913907284767,-0.24130434782608695,0.090625,0.3423076923076923,0.4851063829787234,1.4405594405594406,0.7989690721649485,1.982905982905983,3.058139534883721,3.5921052631578947,5.12280701754386,9.264705882352942
43,514,1227.0,218.0,2474.0,23265.0,32.0,3330.0,3264.0,3611.0,2941.0,5943.0,6736.0,8406.0,10272.0,5156.0,7936.0,5424.0,26989.0,25041.0,25432.0,25914.0,24708.0,24481.0,25070.0,23470.0,31.0,34.0,35.0,26.0,29.0,35.0,34.0,16.0,349,598,515,1516,815,699,712,452,0.5238095238095238,0.6842105263157895,0.3333333333333333,1.0,0.8823529411764706,2.2,2.2,2.5555555555555554,15.0,4.333333333333333,9.666666666666666,15.0,0.0,31.0,0.0,0.0,0.0,0.15246636771300448,-0.351010101010101,-0.43015521064301554,-0.2900552486187845,-0.06375227686703097,-0.18799368088467613,0.7019867549668874,0.11739130434782609,0.60625,0.9769230769230769,1.1872340425531915,2.5944055944055946,1.6494845360824741,3.393162393162393,4.976744186046512,5.7631578947368425,8.017543859649123
44,643,1200.0,208.0,4060.0,26144.0,32.0,8290.0,2474.0,3264.0,3330.0,2941.0,5943.0,6736.0,8406.0,10272.0,5156.0,7936.0,23265.0,26989.0,25041.0,25432.0,25914.0,24708.0,24481.0,25070.0,32.0,31.0,34.0,35.0,26.0,29.0,35.0,34.0,514,349,598,515,1516,815,699,712,0.6,0.5238095238095238,0.6842105263157895,0.3333333333333333,1.0,0.8823529411764706,2.2,2.2,2.5555555555555554,15.0,4.333333333333333,9.666666666666666,15.0,0.0,31.0,0.0,0.0,-0.37874396135265703,0.44170403587443946,-0.18813131313131312,-0.28713968957871394,-0.11187845303867404,0.17122040072859745,0.01579778830963665,1.1291390728476822,0.3978260869565217,1.009375,1.4730769230769232,1.7361702127659575,3.4965034965034967,2.314432989690722,4.495726495726496,6.476744186046512,7.4605263157894735
45,750,1302.0,229.0,3910.0,26065.0,30.0,3923.0,4060.0,2474.0,8290.0,3330.0,2941.0,5943.0,6736.0,8406.0,10272.0,5156.0,26144.0,23265.0,26989.0,25041.0,25432.0,25914.0,24708.0,24481.0,32.0,32.0,31.0,34.0,35.0,26.0,29.0,35.0,643,514,349,598,515,1516,815,699,0.1111111111111111,0.5,0.42857142857142855,0.5789473684210527,0.25,0.875,0.7647058823529411,2.0,2.0,2.3333333333333335,14.0,4.0,9.0,14.0,0.0,29.0,0.0,-0.07178217821782178,-0.2753623188405797,0.6816143497757847,-0.05303030303030303,-0.16851441241685144,0.03591160220994475,0.366120218579235,0.1848341232227488,1.4834437086092715,0.6304347826086957,1.34375,1.8846153846153846,2.1914893617021276,4.244755244755245,2.865979381443299,5.410256410256411,7.72093023255814
46,181,1284.0,222.0,4805.0,25456.0,28.0,4213.0,3910.0,4060.0,3923.0,8290.0,3330.0,2941.0,5943.0,6736.0,8406.0,10272.0,26065.0,26144.0,23265.0,26989.0,25041.0,25432.0,25914.0,24708.0,30.0,32.0,32.0,31.0,34.0,35.0,26.0,29.0,750,643,514,349,598,515,1516,815,0.2727272727272727,0.037037037037037035,0.4,0.3333333333333333,0.47368421052631576,0.16666666666666666,0.75,0.6470588235294118,1.8,1.8,2.111111111111111,13.0,3.6666666666666665,8.333333333333334,13.0,0.0,27.0,-0.768837803320562,-0.775990099009901,-0.8251207729468599,-0.594170403587444,-0.7714646464646465,-0.7993348115299335,-0.75,-0.6703096539162113,-0.7140600315955766,-0.40066225165562913,-0.6065217391304348,-0.434375,-0.3038461538461538,-0.2297872340425532,0.26573426573426573,-0.06701030927835051,0.5470085470085471
47,663,1253.0,228.0,5166.0,25456.0,30.0,3771.0,4805.0,3910.0,4213.0,3923.0,8290.0,3330.0,2941.0,5943.0,6736.0,8406.0,25456.0,26065.0,26144.0,23265.0,26989.0,25041.0,25432.0,25914.0,28.0,30.0,32.0,32.0,31.0,34.0,35.0,26.0,181,750,643,514,349,598,515,1516,-0.1891891891891892,0.36363636363636365,0.1111111111111111,0.5,0.42857142857142855,0.5789473684210527,0.25,0.875,0.7647058823529411,2.0,2.0,2.3333333333333335,14.0,4.0,9.0,14.0,0.0,-0.22183098591549297,-0.1532567049808429,-0.17945544554455445,-0.35942028985507246,0.48654708520179374,-0.16287878787878787,-0.26496674057649666,-0.08425414364640885,0.20765027322404372,0.04739336492890995,1.195364238410596,0.44130434782608696,1.071875,1.55,1.8212765957446808,3.6363636363636362,2.417525773195876
48,521,1243.0,224.0,4959.0,27947.0,27.0,24893.0,5166.0,4805.0,3771.0,4213.0,3923.0,8290.0,3330.0,2941.0,5943.0,6736.0,25456.0,25456.0,26065.0,26144.0,23265.0,26989.0,25041.0,25432.0,30.0,28.0,30.0,32.0,32.0,31.0,34.0,35.0,663,181,750,643,514,349,598,515,0.35,-0.2702702702702703,0.22727272727272727,0.0,0.35,0.2857142857142857,0.42105263157894735,0.125,0.6875,0.5882352941176471,1.7,1.7,2.0,12.5,3.5,8.0,12.5,-0.1833855799373041,-0.3884976525821596,-0.334610472541507,-0.3551980198019802,-0.4966183574879227,0.1681614349775785,-0.3421717171717172,-0.4223946784922395,-0.2803867403314917,-0.051001821493624776,-0.1769352290679305,0.7251655629139073,0.13260869565217392,0.628125,1.0038461538461538,1.2170212765957447,2.6433566433566433
49,657,1208.0,215.0,4739.0,30805.0,21.0,10749.0,4959.0,5166.0,24893.0,3771.0,4213.0,3923.0,8290.0,3330.0,2941.0,5943.0,27947.0,25456.0,25456.0,26065.0,26144.0,23265.0,26989.0,25041.0,27.0,30.0,28.0,30.0,32.0,32.0,31.0,34.0,521,663,181,750,643,514,349,598,-0.27586206896551724,0.05,-0.43243243243243246,-0.045454545454545456,-0.2222222222222222,0.05,0.0,0.10526315789473684,-0.125,0.3125,0.23529411764705882,1.1,1.1,1.3333333333333333,9.5,2.5,6.0,-0.1286472148541114,0.029780564263322883,-0.22887323943661972,-0.16091954022988506,-0.18688118811881188,-0.3652173913043478,0.4730941704035874,-0.17045454545454544,-0.27161862527716185,-0.0925414364640884,0.19672131147540983,0.037914691943127965,1.1754966887417218,0.4282608695652174,1.053125,1.5269230769230768,1.7957446808510638
50,516,1172.0,213.0,5009.0,30646.0,27.0,4416.0,4739.0,4959.0,10749.0,24893.0,3771.0,4213.0,3923.0,8290.0,3330.0,2941.0,30805.0,27947.0,25456.0,25456.0,26065.0,26144.0,23265.0,26989.0,21.0,27.0,30.0,28.0,30.0,32.0,32.0,31.0,657,521,663,181,750,643,514,349,0.6875,-0.06896551724137931,0.35,-0.2702702702702703,0.22727272727272727,0.0,0.35,0.2857142857142857,0.42105263157894735,0.125,0.6875,0.5882352941176471,1.7,1.7,2.0,12.5,3.5,0.1415929203539823,-0.3156498673740053,-0.19122257053291536,-0.39436619718309857,-0.34099616858237547,-0.3613861386138614,-0.5014492753623189,0.15695067264573992,-0.3484848484848485,-0.4279379157427938,-0.287292817679558,-0.060109289617486336,-0.1848341232227488,0.7086092715231788,0.12173913043478261,0.6125,0.9846153846153847
51,603,1146.0,207.0,3219.0,30646.0,23.0,7533.0,5009.0,4739.0,4416.0,10749.0,24893.0,3771.0,4213.0,3923.0,8290.0,3330.0,30646.0,30805.0,27947.0,25456.0,25456.0,26065.0,26144.0,23265.0,27.0,21.0,27.0,30.0,28.0,30.0,32.0,32.0,516,657,521,663,181,750,643,514,-0.3235294117647059,0.4375,-0.20689655172413793,0.15,-0.3783783783783784,0.045454545454545456,-0.14814814814814814,0.15,0.09523809523809523,0.21052631578947367,-0.041666666666666664,0.4375,0.35294117647058826,1.3,1.3,1.5555555555555556,10.5,-0.15308988764044945,0.334070796460177,-0.2002652519893899,-0.054858934169279,-0.29225352112676056,-0.22988505747126436,-0.2537128712871287,-0.41739130434782606,0.35201793721973096,-0.23863636363636365,-0.33148558758314856,-0.1671270718232044,0.09836065573770492,-0.04739336492890995,0.9966887417218543,0.3108695652173913,0.884375
52,371,1095.0,204.0,4048.0,30342.0,35.0,9546.0,3219.0,5009.0,7533.0,4416.0,10749.0,24893.0,3771.0,4213.0,3923.0,8290.0,30646.0,30646.0,30805.0,27947.0,25456.0,25456.0,26065.0,26144.0,23.0,27.0,21.0,27.0,30.0,28.0,30.0,32.0,603,516,657,521,663,181,750,643,0.0,0.029411764705882353,1.1875,0.20689655172413793,0.75,-0.05405405405405406,0.5909090909090909,0.2962962962962963,0.75,0.6666666666666666,0.8421052631578947,0.4583333333333333,1.1875,1.0588235294117647,2.5,2.5,2.888888888888889,-0.46924177396280403,-0.4789325842696629,-0.17920353982300885,-0.5079575596816976,-0.41849529780564265,-0.5645539906103286,-0.5261813537675607,-0.5408415841584159,-0.6415458937198067,-0.1681614349775785,-0.5315656565656566,-0.5886917960088692,-0.48756906077348067,-0.3242258652094718,-0.41390205371248023,0.22847682119205298,-0.1934782608695652
53,444,1068.0,188.0,4377.0,29621.0,34.0,7545.0,4048.0,3219.0,9546.0,7533.0,4416.0,10749.0,24893.0,3771.0,4213.0,3923.0,30342.0,30646.0,30646.0,30805.0,27947.0,25456.0,25456.0,26065.0,35.0,23.0,27.0,21.0,27.0,30.0,28.0,30.0,371,603,516,657,521,663,181,750,0.1724137931034483,-0.02857142857142857,0.0,1.125,0.1724137931034483,0.7,-0.08108108108108109,0.5454545454545454,0.25925925925925924,0.7,0.6190476190476191,0.7894736842105263,0.4166666666666667,1.125,1.0,2.4,2.4,-0.45521472392638035,-0.3648068669527897,-0.37640449438202245,-0.017699115044247787,-0.41114058355437666,-0.30407523510971785,-0.4788732394366197,-0.4329501915708812,-0.4504950495049505,-0.5710144927536231,-0.004484304932735426,-0.4393939393939394,-0.5077605321507761,-0.3867403314917127,-0.1912568306010929,-0.2985781990521327,0.47019867549668876
54,474,1040.0,186.0,4783.0,29932.0,26.0,4223.0,4377.0,4048.0,7545.0,9546.0,7533.0,4416.0,10749.0,24893.0,3771.0,4213.0,29621.0,30342.0,30646.0,30646.0,30805.0,27947.0,25456.0,25456.0,34.0,35.0,23.0,27.0,21.0,27.0,30.0,28.0,444,371,603,516,657,521,663,181,0.0,-0.10344827586206896,-0.2571428571428571,-0.23529411764705882,0.625,-0.10344827586206896,0.3,-0.2972972972972973,0.18181818181818182,-0.037037037037037035,0.3,0.23809523809523808,0.3684210526315789,0.08333333333333333,0.625,0.5294117647058824,1.6,-0.6873350923482849,-0.41840490797546015,-0.3218884120171674,-0.3342696629213483,0.048672566371681415,-0.3713527851458886,-0.25705329153605017,-0.44366197183098594,-0.3946360153256705,-0.41336633663366334,-0.5420289855072464,0.06278026905829596,-0.4015151515151515,-0.4745011086474501,-0.3453038674033149,-0.1366120218579235,-0.25118483412322273
55,412,1005.0,182.0,4673.0,30453.0,23.0,4613.0,4783.0,4377.0,4223.0,7545.0,9546.0,7533.0,4416.0,10749.0,24893.0,3771.0,29932.0,29621.0,30342.0,30646.0,30646.0,30805.0,27947.0,25456.0,26.0,34.0,35.0,23.0,27.0,21.0,27.0,30.0,474,444,371,603,516,657,521,663,-0.34285714285714286,-0.11538461538461539,-0.20689655172413793,-0.34285714285714286,-0.3235294117647059,0.4375,-0.20689655172413793,0.15,-0.3783783783783784,0.045454545454545456,-0.14814814814814814,0.15,0.09523809523809523,0.21052631578947367,-0.041666666666666664,0.4375,0.35294117647058826,-0.2,-0.7282321899736148,-0.49447852760736194,-0.4105865522174535,-0.42134831460674155,-0.08849557522123894,-0.4535809018567639,-0.3542319749216301,-0.5164319248826291,-0.47381864623243936,-0.4900990099009901,-0.6019323671497585,-0.07623318385650224,-0.4797979797979798,-0.5432372505543237,-0.430939226519337,-0.2495446265938069
56,163,995.0,176.0,5091.0,30703.0,25.0,1161.0,4673.0,4783.0,4613.0,4223.0,7545.0,9546.0,7533.0,4416.0,10749.0,24893.0,30453.0,29932.0,29621.0,30342.0,30646.0,30646.0,30805.0,27947.0,23.0,26.0,34.0,35.0,23.0,27.0,21.0,27.0,412,474,444,371,603,516,657,521,-0.2647058823529412,-0.2857142857142857,-0.038461538461538464,-0.13793103448275862,-0.2857142857142857,-0.2647058823529412,0.5625,-0.13793103448275862,0.25,-0.32432432432432434,0.13636363636363635,-0.07407407407407407,0.25,0.19047619047619047,0.3157894736842105,0.041666666666666664,0.5625,-0.7274247491638796,-0.683495145631068,-0.8924802110817942,-0.8,-0.7668097281831188,-0.7710674157303371,-0.6393805309734514,-0.7838196286472149,-0.7445141065830722,-0.8086854460093896,-0.7918263090676884,-0.7982673267326733,-0.842512077294686,-0.6345291479820628,-0.7941919191919192,-0.8192904656319291,-0.7748618784530387
57,295,936.0,172.0,3563.0,29559.0,20.0,1494.0,5091.0,4673.0,1161.0,4613.0,4223.0,7545.0,9546.0,7533.0,4416.0,10749.0,30703.0,30453.0,29932.0,29621.0,30342.0,30646.0,30646.0,30805.0,25.0,23.0,26.0,34.0,35.0,23.0,27.0,21.0,163,412,474,444,371,603,516,657,-0.3548387096774194,-0.4117647058823529,-0.42857142857142855,-0.23076923076923078,-0.3103448275862069,-0.42857142857142855,-0.4117647058823529,0.25,-0.3103448275862069,0.0,-0.4594594594594595,-0.09090909090909091,-0.25925925925925924,0.0,-0.047619047619047616,0.05263157894736842,-0.16666666666666666,-0.15472779369627507,-0.5066889632107023,-0.42718446601941745,-0.8054089709762533,-0.6380368098159509,-0.5779685264663805,-0.5856741573033708,-0.3473451327433628,-0.6087533156498673,-0.5376175548589341,-0.653755868544601,-0.6232439335887612,-0.6349009900990099,-0.714975845410628,-0.33856502242152464,-0.6275252525252525,-0.6729490022172949
58,183,980.0,169.0,3825.0,29568.0,25.0,4590.0,3563.0,5091.0,1494.0,1161.0,4613.0,4223.0,7545.0,9546.0,7533.0,4416.0,29559.0,30703.0,30453.0,29932.0,29621.0,30342.0,30646.0,30646.0,20.0,25.0,23.0,26.0,34.0,35.0,23.0,27.0,295,163,412,474,444,371,603,516,-0.21875,-0.1935483870967742,-0.2647058823529412,-0.2857142857142857,-0.038461538461538464,-0.13793103448275862,-0.2857142857142857,-0.2647058823529412,0.5625,-0.13793103448275862,0.25,-0.32432432432432434,0.13636363636363635,-0.07407407407407407,0.25,0.19047619047619047,0.3157894736842105,-0.6439688715953308,-0.47564469914040114,-0.6939799331103679,-0.6446601941747573,-0.8792875989445911,-0.7754601226993865,-0.7381974248927039,-0.7429775280898876,-0.5951327433628318,-0.7572944297082228,-0.713166144200627,-0.7852112676056338,-0.7662835249042146,-0.7735148514851485,-0.8231884057971014,-0.5896860986547086,-0.7689393939393939
59,368,968.0,172.0,3794.0,29467.0,16.0,3869.0,3825.0,3563.0,4590.0,1494.0,1161.0,4613.0,4223.0,7545.0,9546.0,7533.0,29568.0,29559.0,30703.0,30453.0,29932.0,29621.0,30342.0,30646.0,25.0,20.0,25.0,23.0,26.0,34.0,35.0,23.0,183,295,163,412,474,444,371,603,-0.5,-0.5,-0.4838709677419355,-0.5294117647058824,-0.5428571428571428,-0.38461538461538464,-0.4482758620689655,-0.5428571428571428,-0.5294117647058824,0.0,-0.4482758620689655,-0.2,-0.5675675675675675,-0.2727272727272727,-0.4074074074074074,-0.2,-0.23809523809523808,-0.4276827371695179,-0.2840466926070039,0.054441260744985676,-0.38461538461538464,-0.2854368932038835,-0.7572559366754618,-0.5484662576687117,-0.47353361945636624,-0.48314606741573035,-0.18584070796460178,-0.5119363395225465,-0.4231974921630094,-0.568075117370892,-0.5300127713920817,-0.5445544554455446,-0.6444444444444445,-0.17488789237668162
