,confirmados_novos,internados,internados_uci,lab,vigilancia,obitos_novos,suspeitos_novos,lab_lag_1,lab_lag_2,suspeitos_novos_lag_1,suspeitos_novos_lag_2,suspeitos_novos_lag_3,suspeitos_novos_lag_4,suspeitos_novos_lag_5,suspeitos_novos_lag_6,suspeitos_novos_lag_7,suspeitos_novos_lag_8,vigilancia_lag_1,vigilancia_lag_2,vigilancia_lag_3,vigilancia_lag_4,vigilancia_lag_5,vigilancia_lag_6,vigilancia_lag_7,vigilancia_lag_8,obitos_novos_lag_1,obitos_novos_lag_2,obitos_novos_lag_3,obitos_novos_lag_4,obitos_novos_lag_5,obitos_novos_lag_6,obitos_novos_lag_7,obitos_novos_lag_8,confirmados_novos_lag_1,confirmados_novos_lag_2,confirmados_novos_lag_3,confirmados_novos_lag_4,confirmados_novos_lag_5,confirmados_novos_lag_6,confirmados_novos_lag_7,confirmados_novos_lag_8,obitos_novos_trend_15,obitos_novos_trend_16,obitos_novos_trend_17,obitos_novos_trend_18,obitos_novos_trend_19,obitos_novos_trend_20,obitos_novos_trend_21,obitos_novos_trend_22,obitos_novos_trend_23,obitos_novos_trend_24,obitos_novos_trend_25,obitos_novos_trend_26,obitos_novos_trend_27,obitos_novos_trend_28,obitos_novos_trend_29,obitos_novos_trend_30,obitos_novos_trend_31,confirmados_novos_trend_15,confirmados_novos_trend_16,confirmados_novos_trend_17,confirmados_novos_trend_18,confirmados_novos_trend_19,confirmados_novos_trend_20,confirmados_novos_trend_21,confirmados_novos_trend_22,confirmados_novos_trend_23,confirmados_novos_trend_24,confirmados_novos_trend_25,confirmados_novos_trend_26,confirmados_novos_trend_27,confirmados_novos_trend_28,confirmados_novos_trend_29,confirmados_novos_trend_30,confirmados_novos_trend_31
60,295,892.0,154.0,3828.0,29756.0,18.0,3562.0,3794.0,3825.0,3869.0,4590.0,1494.0,1161.0,4613.0,4223.0,7545.0,9546.0,29467.0,29568.0,29559.0,30703.0,30453.0,29932.0,29621.0,30342.0,16.0,25.0,20.0,25.0,23.0,26.0,34.0,35.0,368,183,295,163,412,474,444,371,-0.4,-0.4375,-0.4375,-0.41935483870967744,-0.47058823529411764,-0.4857142857142857,-0.3076923076923077,-0.3793103448275862,-0.4857142857142857,-0.47058823529411764,0.125,-0.3793103448275862,-0.1,-0.5135135135135135,-0.18181818181818182,-0.3333333333333333,-0.1,-0.6066666666666667,-0.5412130637636081,-0.4260700389105058,-0.15472779369627507,-0.5066889632107023,-0.42718446601941745,-0.8054089709762533,-0.6380368098159509,-0.5779685264663805,-0.5856741573033708,-0.3473451327433628,-0.6087533156498673,-0.5376175548589341,-0.653755868544601,-0.6232439335887612,-0.6349009900990099,-0.714975845410628
61,203,855.0,150.0,3761.0,27895.0,16.0,1823.0,3828.0,3794.0,3562.0,3869.0,4590.0,1494.0,1161.0,4613.0,4223.0,7545.0,29756.0,29467.0,29568.0,29559.0,30703.0,30453.0,29932.0,29621.0,18.0,16.0,25.0,20.0,25.0,23.0,26.0,34.0,295,368,183,295,163,412,474,444,-0.42857142857142855,-0.4666666666666667,-0.5,-0.5,-0.4838709677419355,-0.5294117647058824,-0.5428571428571428,-0.38461538461538464,-0.4482758620689655,-0.5428571428571428,-0.5294117647058824,0.0,-0.4482758620689655,-0.2,-0.5675675675675675,-0.2727272727272727,-0.4074074074074074,0.12154696132596685,-0.7293333333333333,-0.6842923794712286,-0.6050583657587548,-0.4183381088825215,-0.6605351170568562,-0.6058252427184466,-0.8660949868073878,-0.750920245398773,-0.709585121602289,-0.7148876404494382,-0.5508849557522124,-0.7307692307692307,-0.6818181818181818,-0.7617370892018779,-0.7407407407407407,-0.7487623762376238
62,92,856.0,144.0,3691.0,25324.0,20.0,161.0,3761.0,3828.0,1823.0,3562.0,3869.0,4590.0,1494.0,1161.0,4613.0,4223.0,27895.0,29756.0,29467.0,29568.0,29559.0,30703.0,30453.0,29932.0,16.0,18.0,16.0,25.0,20.0,25.0,23.0,26.0,203,295,368,183,295,163,412,474,-0.3333333333333333,-0.2857142857142857,-0.3333333333333333,-0.375,-0.375,-0.3548387096774194,-0.4117647058823529,-0.42857142857142855,-0.23076923076923078,-0.3103448275862069,-0.42857142857142855,-0.4117647058823529,0.25,-0.3103448275862069,0.0,-0.4594594594594595,-0.09090909090909091,-0.861236802413273,-0.49171270718232046,-0.8773333333333333,-0.8569206842923794,-0.8210116731517509,-0.7363896848137536,-0.8461538461538461,-0.8213592233009709,-0.9393139841688655,-0.8871165644171779,-0.8683834048640916,-0.8707865168539326,-0.7964601769911505,-0.8779840848806366,-0.8557993730407524,-0.892018779342723,-0.8825031928480205
63,242,813.0,143.0,2760.0,25081.0,20.0,1621.0,3691.0,3761.0,161.0,1823.0,3562.0,3869.0,4590.0,1494.0,1161.0,4613.0,25324.0,27895.0,29756.0,29467.0,29568.0,29559.0,30703.0,30453.0,20.0,16.0,18.0,16.0,25.0,20.0,25.0,23.0,92,203,295,368,183,295,163,412,-0.25925925925925924,-0.3333333333333333,-0.2857142857142857,-0.3333333333333333,-0.375,-0.375,-0.3548387096774194,-0.4117647058823529,-0.42857142857142855,-0.23076923076923078,-0.3103448275862069,-0.42857142857142855,-0.4117647058823529,0.25,-0.3103448275862069,0.0,-0.4594594594594595,-0.5355086372360844,-0.6349924585218703,0.3370165745856354,-0.6773333333333333,-0.6236391912908242,-0.5291828793774319,-0.30659025787965616,-0.5953177257525084,-0.5300970873786408,-0.8403693931398417,-0.7030674846625767,-0.65379113018598,-0.6601123595505618,-0.4646017699115044,-0.6790450928381963,-0.6206896551724138,-0.715962441314554
64,178,818.0,134.0,2671.0,25066.0,11.0,3978.0,2760.0,3691.0,1621.0,161.0,1823.0,3562.0,3869.0,4590.0,1494.0,1161.0,25081.0,25324.0,27895.0,29756.0,29467.0,29568.0,29559.0,30703.0,20.0,20.0,16.0,18.0,16.0,25.0,20.0,25.0,242,92,203,295,368,183,295,163,-0.47619047619047616,-0.5925925925925926,-0.6333333333333333,-0.6071428571428571,-0.6333333333333333,-0.65625,-0.65625,-0.6451612903225806,-0.6764705882352942,-0.6857142857142857,-0.5769230769230769,-0.6206896551724138,-0.6857142857142857,-0.6764705882352942,-0.3125,-0.6206896551724138,-0.45,-0.7290715372907154,-0.6583493282149712,-0.7315233785822021,-0.016574585635359115,-0.7626666666666667,-0.7231726283048211,-0.6536964980544747,-0.4899713467048711,-0.7023411371237458,-0.654368932038835,-0.8825857519788918,-0.7815950920245399,-0.7453505007153076,-0.75,-0.6061946902654868,-0.7639257294429708,-0.7210031347962382
65,480,838.0,136.0,2492.0,24579.0,15.0,3553.0,2671.0,2760.0,3978.0,1621.0,161.0,1823.0,3562.0,3869.0,4590.0,1494.0,25066.0,25081.0,25324.0,27895.0,29756.0,29467.0,29568.0,29559.0,11.0,20.0,20.0,16.0,18.0,16.0,25.0,20.0,178,242,92,203,295,368,183,295,-0.4444444444444444,-0.2857142857142857,-0.4444444444444444,-0.5,-0.4642857142857143,-0.5,-0.53125,-0.53125,-0.5161290322580645,-0.5588235294117647,-0.5714285714285714,-0.4230769230769231,-0.4827586206896552,-0.5714285714285714,-0.5588235294117647,-0.0625,-0.4827586206896552,-0.06976744186046512,-0.2694063926940639,-0.07869481765834933,-0.27601809954751133,1.6519337016574585,-0.36,-0.2534992223950233,-0.06614785992217899,0.3753581661891118,-0.19732441471571907,-0.06796116504854369,-0.683377308707124,-0.4110429447852761,-0.3133047210300429,-0.3258426966292135,0.061946902654867256,-0.363395225464191
66,533,874.0,135.0,2666.0,27318.0,16.0,3531.0,2492.0,2671.0,3553.0,3978.0,1621.0,161.0,1823.0,3562.0,3869.0,4590.0,24579.0,25066.0,25081.0,25324.0,27895.0,29756.0,29467.0,29568.0,15.0,11.0,20.0,20.0,16.0,18.0,16.0,25.0,480,178,242,92,203,295,368,183,-0.30434782608695654,-0.4074074074074074,-0.23809523809523808,-0.4074074074074074,-0.4666666666666667,-0.42857142857142855,-0.4666666666666667,-0.5,-0.5,-0.4838709677419355,-0.5294117647058824,-0.5428571428571428,-0.38461538461538464,-0.4482758620689655,-0.5428571428571428,-0.5294117647058824,0.0,-0.11608623548922056,0.03294573643410853,-0.1887366818873668,0.023032629558541268,-0.19607843137254902,1.9447513812154695,-0.28933333333333333,-0.17107309486780714,0.03696498054474708,0.5272206303724928,-0.10869565217391304,0.03495145631067961,-0.6484168865435356,-0.3460122699386503,-0.2374821173104435,-0.25140449438202245,0.17920353982300885
67,553,842.0,127.0,2984.0,26829.0,9.0,3694.0,2666.0,2492.0,3531.0,3553.0,3978.0,1621.0,161.0,1823.0,3562.0,3869.0,27318.0,24579.0,25066.0,25081.0,25324.0,27895.0,29756.0,29467.0,16.0,15.0,11.0,20.0,20.0,16.0,18.0,16.0,533,480,178,242,92,203,295,368,-0.7428571428571429,-0.6086956521739131,-0.6666666666666666,-0.5714285714285714,-0.6666666666666666,-0.7,-0.6785714285714286,-0.7,-0.71875,-0.71875,-0.7096774193548387,-0.7352941176470589,-0.7428571428571429,-0.6538461538461539,-0.6896551724137931,-0.7428571428571429,-0.7352941176470589,0.49056603773584906,-0.08291873963515754,0.07170542635658915,-0.1582952815829528,0.061420345489443376,-0.16591251885369532,2.0552486187845305,-0.26266666666666666,-0.13996889580093314,0.07587548638132295,0.5845272206303725,-0.07525083612040134,0.07378640776699029,-0.6352242744063324,-0.3214723926380368,-0.2088698140200286,-0.22331460674157302
68,138,815.0,120.0,2955.0,26667.0,12.0,3177.0,2984.0,2666.0,3694.0,3531.0,3553.0,3978.0,1621.0,161.0,1823.0,3562.0,26829.0,27318.0,24579.0,25066.0,25081.0,25324.0,27895.0,29756.0,9.0,16.0,15.0,11.0,20.0,20.0,16.0,18.0,553,533,480,178,242,92,203,295,-0.6470588235294118,-0.6571428571428571,-0.4782608695652174,-0.5555555555555556,-0.42857142857142855,-0.5555555555555556,-0.6,-0.5714285714285714,-0.6,-0.625,-0.625,-0.6129032258064516,-0.6470588235294118,-0.6571428571428571,-0.5384615384615384,-0.5862068965517241,-0.6571428571428571,-0.6891891891891891,-0.628032345013477,-0.7711442786069652,-0.7325581395348837,-0.7899543378995434,-0.7351247600767754,-0.7918552036199095,-0.23756906077348067,-0.816,-0.7853810264385692,-0.7315175097276264,-0.6045845272206304,-0.7692307692307693,-0.7320388349514563,-0.9089709762532981,-0.8306748466257668,-0.8025751072961373
69,175,797.0,112.0,2754.0,26344.0,9.0,2093.0,2955.0,2984.0,3177.0,3694.0,3531.0,3553.0,3978.0,1621.0,161.0,1823.0,26667.0,26829.0,27318.0,24579.0,25066.0,25081.0,25324.0,27895.0,12.0,9.0,16.0,15.0,11.0,20.0,20.0,16.0,138,553,533,480,178,242,92,203,-0.6538461538461539,-0.7352941176470589,-0.7428571428571429,-0.6086956521739131,-0.6666666666666666,-0.5714285714285714,-0.6666666666666666,-0.7,-0.6785714285714286,-0.7,-0.71875,-0.71875,-0.7096774193548387,-0.7352941176470589,-0.7428571428571429,-0.6538461538461539,-0.6896551724137931,-0.630801687763713,-0.6058558558558559,-0.5283018867924528,-0.7097844112769486,-0.6608527131782945,-0.7336377473363774,-0.6641074856046065,-0.7360482654600302,-0.03314917127071823,-0.7666666666666667,-0.7278382581648523,-0.6595330739299611,-0.498567335243553,-0.7073578595317725,-0.6601941747572816,-0.8845646437994723,-0.7852760736196319
70,98,805.0,112.0,2642.0,28307.0,9.0,1617.0,2754.0,2955.0,2093.0,3177.0,3694.0,3531.0,3553.0,3978.0,1621.0,161.0,26344.0,26667.0,26829.0,27318.0,24579.0,25066.0,25081.0,25324.0,9.0,12.0,9.0,16.0,15.0,11.0,20.0,20.0,175,138,553,533,480,178,242,92,-0.6086956521739131,-0.6538461538461539,-0.7352941176470589,-0.7428571428571429,-0.6086956521739131,-0.6666666666666666,-0.5714285714285714,-0.6666666666666666,-0.7,-0.6785714285714286,-0.7,-0.71875,-0.71875,-0.7096774193548387,-0.7352941176470589,-0.7428571428571429,-0.6538461538461539,-0.7621359223300971,-0.7932489451476793,-0.7792792792792793,-0.7358490566037735,-0.8374792703150912,-0.810077519379845,-0.8508371385083714,-0.8119001919385797,-0.8521870286576169,-0.4585635359116022,-0.8693333333333333,-0.8475894245723172,-0.8093385214007782,-0.7191977077363897,-0.8361204013377926,-0.8097087378640777,-0.9353562005277045
71,234,709.0,113.0,2719.0,27054.0,19.0,3780.0,2642.0,2754.0,1617.0,2093.0,3177.0,3694.0,3531.0,3553.0,3978.0,1621.0,28307.0,26344.0,26667.0,26829.0,27318.0,24579.0,25066.0,25081.0,9.0,9.0,12.0,9.0,16.0,15.0,11.0,20.0,98,175,138,553,533,480,178,242,-0.24,-0.17391304347826086,-0.2692307692307692,-0.4411764705882353,-0.45714285714285713,-0.17391304347826086,-0.2962962962962963,-0.09523809523809523,-0.2962962962962963,-0.36666666666666664,-0.32142857142857145,-0.36666666666666664,-0.40625,-0.40625,-0.3870967741935484,-0.4411764705882353,-0.45714285714285713,0.43558282208588955,-0.4320388349514563,-0.5063291139240507,-0.47297297297297297,-0.3692722371967655,-0.6119402985074627,-0.5465116279069767,-0.6438356164383562,-0.5508637236084453,-0.6470588235294118,0.292817679558011,-0.688,-0.6360808709175739,-0.5447470817120622,-0.32951289398280803,-0.6086956521739131,-0.545631067961165
72,219,692.0,103.0,2686.0,26278.0,12.0,3028.0,2719.0,2642.0,3780.0,1617.0,2093.0,3177.0,3694.0,3531.0,3553.0,3978.0,27054.0,28307.0,26344.0,26667.0,26829.0,27318.0,24579.0,25066.0,19.0,9.0,9.0,12.0,9.0,16.0,15.0,11.0,234,98,175,138,553,533,480,178,-0.4,-0.52,-0.4782608695652174,-0.5384615384615384,-0.6470588235294118,-0.6571428571428571,-0.4782608695652174,-0.5555555555555556,-0.42857142857142855,-0.5555555555555556,-0.6,-0.5714285714285714,-0.6,-0.625,-0.625,-0.6129032258064516,-0.6470588235294118,-0.2576271186440678,0.34355828220858897,-0.4684466019417476,-0.5379746835443038,-0.5067567567567568,-0.40970350404312667,-0.6368159203980099,-0.5755813953488372,-0.6666666666666666,-0.5796545105566219,-0.669683257918552,0.20994475138121546,-0.708,-0.6594090202177294,-0.5739299610894941,-0.37249283667621774,-0.6337792642140468
73,187,680.0,108.0,2676.0,26082.0,9.0,3324.0,2686.0,2719.0,3028.0,3780.0,1617.0,2093.0,3177.0,3694.0,3531.0,3553.0,26278.0,27054.0,28307.0,26344.0,26667.0,26829.0,27318.0,24579.0,12.0,19.0,9.0,9.0,12.0,9.0,16.0,15.0,219,234,98,175,138,553,533,480,-0.64,-0.55,-0.64,-0.6086956521739131,-0.6538461538461539,-0.7352941176470589,-0.7428571428571429,-0.6086956521739131,-0.6666666666666666,-0.5714285714285714,-0.6666666666666666,-0.7,-0.6785714285714286,-0.7,-0.71875,-0.71875,-0.7096774193548387,0.02185792349726776,-0.36610169491525424,0.147239263803681,-0.5461165048543689,-0.6054852320675106,-0.5788288288288288,-0.49595687331536387,-0.6898839137645107,-0.6375968992248062,-0.715372907153729,-0.6410748560460653,-0.717948717948718,0.03314917127071823,-0.7506666666666667,-0.7091757387247278,-0.6361867704280155,-0.46418338108882523
74,264,673.0,112.0,2722.0,25792.0,6.0,3024.0,2676.0,2686.0,3324.0,3028.0,3780.0,1617.0,2093.0,3177.0,3694.0,3531.0,26082.0,26278.0,27054.0,28307.0,26344.0,26667.0,26829.0,27318.0,9.0,12.0,19.0,9.0,9.0,12.0,9.0,16.0,187,219,234,98,175,138,553,533,-0.625,-0.76,-0.7,-0.76,-0.7391304347826086,-0.7692307692307693,-0.8235294117647058,-0.8285714285714286,-0.7391304347826086,-0.7777777777777778,-0.7142857142857143,-0.7777777777777778,-0.8,-0.7857142857142857,-0.8,-0.8125,-0.8125,-0.2826086956521739,0.4426229508196721,-0.10508474576271186,0.6196319018404908,-0.3592233009708738,-0.4430379746835443,-0.40540540540540543,-0.2884097035040431,-0.5621890547263682,-0.4883720930232558,-0.5981735159817352,-0.4932821497120921,-0.6018099547511312,0.4585635359116022,-0.648,-0.5894245723172629,-0.48638132295719844
75,227,657.0,115.0,2940.0,25419.0,13.0,2940.0,2722.0,2676.0,3024.0,3324.0,3028.0,3780.0,1617.0,2093.0,3177.0,3694.0,25792.0,26082.0,26278.0,27054.0,28307.0,26344.0,26667.0,26829.0,6.0,9.0,12.0,19.0,9.0,9.0,12.0,9.0,264,187,219,234,98,175,138,553,-0.2777777777777778,-0.1875,-0.48,-0.35,-0.48,-0.43478260869565216,-0.5,-0.6176470588235294,-0.6285714285714286,-0.43478260869565216,-0.5185185185185185,-0.38095238095238093,-0.5185185185185185,-0.5666666666666667,-0.5357142857142857,-0.5666666666666667,-0.59375,-0.2305084745762712,-0.38315217391304346,0.24043715846994534,-0.2305084745762712,0.39263803680981596,-0.44902912621359226,-0.5210970464135021,-0.48873873873873874,-0.3881401617250674,-0.6235489220563848,-0.560077519379845,-0.654490106544901,-0.564299424184261,-0.6576168929110106,0.2541436464088398,-0.6973333333333334,-0.6469673405909798
76,226,649.0,108.0,2704.0,25640.0,15.0,1760.0,2940.0,2722.0,2940.0,3024.0,3324.0,3028.0,3780.0,1617.0,2093.0,3177.0,25419.0,25792.0,26082.0,26278.0,27054.0,28307.0,26344.0,26667.0,13.0,6.0,9.0,12.0,19.0,9.0,9.0,12.0,227,264,187,219,234,98,175,138,-0.0625,-0.16666666666666666,-0.0625,-0.4,-0.25,-0.4,-0.34782608695652173,-0.4230769230769231,-0.5588235294117647,-0.5714285714285714,-0.34782608695652173,-0.4444444444444444,-0.2857142857142857,-0.4444444444444444,-0.5,-0.4642857142857143,-0.5,0.11330049261083744,-0.23389830508474577,-0.3858695652173913,0.23497267759562843,-0.23389830508474577,0.38650306748466257,-0.45145631067961167,-0.5232067510548524,-0.49099099099099097,-0.3908355795148248,-0.6252072968490879,-0.562015503875969,-0.6560121765601218,-0.5662188099808061,-0.6591251885369532,0.24861878453038674,-0.6986666666666667
77,173,628.0,105.0,2260.0,25360.0,13.0,1440.0,2704.0,2940.0,1760.0,2940.0,3024.0,3324.0,3028.0,3780.0,1617.0,2093.0,25640.0,25419.0,25792.0,26082.0,26278.0,27054.0,28307.0,26344.0,15.0,13.0,6.0,9.0,12.0,19.0,9.0,9.0,226,227,264,187,219,234,98,175,-0.35,-0.1875,-0.2777777777777778,-0.1875,-0.48,-0.35,-0.48,-0.43478260869565216,-0.5,-0.6176470588235294,-0.6285714285714286,-0.43478260869565216,-0.5185185185185185,-0.38095238095238093,-0.5185185185185185,-0.5666666666666667,-0.5357142857142857,0.8804347826086957,-0.1477832512315271,-0.4135593220338983,-0.529891304347826,-0.0546448087431694,-0.4135593220338983,0.06134969325153374,-0.5800970873786407,-0.6350210970464135,-0.6103603603603603,-0.5336927223719676,-0.7131011608623549,-0.6647286821705426,-0.7366818873668188,-0.6679462571976967,-0.7390648567119156,-0.04419889502762431
78,223,629.0,101.0,2349.0,25487.0,16.0,3052.0,2260.0,2704.0,1440.0,1760.0,2940.0,3024.0,3324.0,3028.0,3780.0,1617.0,25360.0,25640.0,25419.0,25792.0,26082.0,26278.0,27054.0,28307.0,13.0,15.0,13.0,6.0,9.0,12.0,19.0,9.0,173,226,227,264,187,219,234,98,-0.2,-0.2,0.0,-0.1111111111111111,0.0,-0.36,-0.2,-0.36,-0.30434782608695654,-0.38461538461538464,-0.5294117647058824,-0.5428571428571428,-0.30434782608695654,-0.4074074074074074,-0.23809523809523808,-0.4074074074074074,-0.4666666666666667,-0.07851239669421488,1.423913043478261,0.09852216748768473,-0.2440677966101695,-0.39402173913043476,0.2185792349726776,-0.2440677966101695,0.36809815950920244,-0.4587378640776699,-0.5295358649789029,-0.49774774774774777,-0.39892183288409705,-0.6301824212271974,-0.5678294573643411,-0.6605783866057838,-0.5719769673704415,-0.6636500754147813
79,228,609.0,93.0,2405.0,25281.0,16.0,2724.0,2349.0,2260.0,3052.0,1440.0,1760.0,2940.0,3024.0,3324.0,3028.0,3780.0,25487.0,25360.0,25640.0,25419.0,25792.0,26082.0,26278.0,27054.0,16.0,13.0,15.0,13.0,6.0,9.0,12.0,19.0,223,173,226,227,264,187,219,234,0.45454545454545453,-0.2,-0.2,0.0,-0.1111111111111111,0.0,-0.36,-0.2,-0.36,-0.30434782608695654,-0.38461538461538464,-0.5294117647058824,-0.5428571428571428,-0.30434782608695654,-0.4074074074074074,-0.23809523809523808,-0.4074074074074074,0.2808988764044944,-0.05785123966942149,1.4782608695652173,0.12315270935960591,-0.2271186440677966,-0.3804347826086957,0.2459016393442623,-0.2271186440677966,0.3987730061349693,-0.44660194174757284,-0.5189873417721519,-0.4864864864864865,-0.38544474393531,-0.6218905472636815,-0.5581395348837209,-0.6529680365296804,-0.5623800383877159
80,252,608.0,92.0,2125.0,22741.0,14.0,2586.0,2405.0,2349.0,2724.0,3052.0,1440.0,1760.0,2940.0,3024.0,3324.0,3028.0,25281.0,25487.0,25360.0,25640.0,25419.0,25792.0,26082.0,26278.0,16.0,16.0,13.0,15.0,13.0,6.0,9.0,12.0,228,223,173,226,227,264,187,219,-0.06666666666666667,0.2727272727272727,-0.3,-0.3,-0.125,-0.2222222222222222,-0.125,-0.44,-0.3,-0.44,-0.391304347826087,-0.46153846153846156,-0.5882352941176471,-0.6,-0.391304347826087,-0.48148148148148145,-0.3333333333333333,-0.475,0.4157303370786517,0.04132231404958678,1.7391304347826086,0.2413793103448276,-0.14576271186440679,-0.31521739130434784,0.3770491803278688,-0.14576271186440679,0.5460122699386503,-0.3883495145631068,-0.46835443037974683,-0.43243243243243246,-0.32075471698113206,-0.582089552238806,-0.5116279069767442,-0.6164383561643836
81,288,576.0,84.0,2257.0,26198.0,12.0,2360.0,2125.0,2405.0,2586.0,2724.0,3052.0,1440.0,1760.0,2940.0,3024.0,3324.0,22741.0,25281.0,25487.0,25360.0,25640.0,25419.0,25792.0,26082.0,14.0,16.0,16.0,13.0,15.0,13.0,6.0,9.0,252,228,223,173,226,227,264,187,-0.25,-0.2,0.09090909090909091,-0.4,-0.4,-0.25,-0.3333333333333333,-0.25,-0.52,-0.4,-0.52,-0.4782608695652174,-0.5384615384615384,-0.6470588235294118,-0.6571428571428571,-0.4782608695652174,-0.5555555555555556,-0.4596622889305816,-0.4,0.6179775280898876,0.19008264462809918,2.130434782608696,0.4187192118226601,-0.023728813559322035,-0.21739130434782608,0.5737704918032787,-0.023728813559322035,0.7668711656441718,-0.30097087378640774,-0.3924050632911392,-0.35135135135135137,-0.22371967654986524,-0.5223880597014925,-0.4418604651162791
82,271,550.0,80.0,2308.0,26130.0,13.0,2413.0,2257.0,2125.0,2360.0,2586.0,2724.0,3052.0,1440.0,1760.0,2940.0,3024.0,26198.0,22741.0,25281.0,25487.0,25360.0,25640.0,25419.0,25792.0,12.0,14.0,16.0,16.0,13.0,15.0,13.0,6.0,288,252,228,223,173,226,227,264,0.4444444444444444,-0.1875,-0.13333333333333333,0.18181818181818182,-0.35,-0.35,-0.1875,-0.2777777777777778,-0.1875,-0.48,-0.35,-0.48,-0.43478260869565216,-0.5,-0.6176470588235294,-0.6285714285714286,-0.43478260869565216,-0.5099457504520796,-0.4915572232645403,-0.4354166666666667,0.5224719101123596,0.11983471074380166,1.9456521739130435,0.33497536945812806,-0.08135593220338982,-0.26358695652173914,0.4808743169398907,-0.08135593220338982,0.6625766871165644,-0.3422330097087379,-0.4282700421940928,-0.38963963963963966,-0.2695417789757412,-0.5505804311774462
83,152,536.0,78.0,2115.0,26328.0,14.0,1382.0,2308.0,2257.0,2413.0,2360.0,2586.0,2724.0,3052.0,1440.0,1760.0,2940.0,26130.0,26198.0,22741.0,25281.0,25487.0,25360.0,25640.0,25419.0,13.0,12.0,14.0,16.0,16.0,13.0,15.0,13.0,271,288,252,228,223,173,226,227,0.16666666666666666,0.5555555555555556,-0.125,-0.06666666666666667,0.2727272727272727,-0.3,-0.3,-0.125,-0.2222222222222222,-0.125,-0.44,-0.3,-0.44,-0.391304347826087,-0.46153846153846156,-0.5882352941176471,-0.6,0.10144927536231885,-0.7251356238698011,-0.7148217636022514,-0.6833333333333333,-0.14606741573033707,-0.371900826446281,0.6521739130434783,-0.2512315270935961,-0.4847457627118644,-0.5869565217391305,-0.16939890710382513,-0.4847457627118644,-0.06748466257668712,-0.6310679611650486,-0.679324894514768,-0.6576576576576577,-0.5902964959568733
84,165,531.0,72.0,1899.0,26449.0,14.0,1257.0,2115.0,2308.0,1382.0,2413.0,2360.0,2586.0,2724.0,3052.0,1440.0,1760.0,26328.0,26130.0,26198.0,22741.0,25281.0,25487.0,25360.0,25640.0,14.0,13.0,12.0,14.0,16.0,16.0,13.0,15.0,152,271,288,252,228,223,173,226,0.5555555555555556,0.16666666666666666,0.5555555555555556,-0.125,-0.06666666666666667,0.2727272727272727,-0.3,-0.3,-0.125,-0.2222222222222222,-0.125,-0.44,-0.3,-0.44,-0.391304347826087,-0.46153846153846156,-0.5882352941176471,-0.05714285714285714,0.1956521739130435,-0.701627486437613,-0.6904315196998124,-0.65625,-0.07303370786516854,-0.3181818181818182,0.7934782608695652,-0.18719211822660098,-0.4406779661016949,-0.5516304347826086,-0.09836065573770492,-0.4406779661016949,0.012269938650306749,-0.5995145631067961,-0.6518987341772152,-0.6283783783783784
85,219,513.0,71.0,1815.0,26392.0,12.0,2663.0,1899.0,2115.0,1257.0,1382.0,2413.0,2360.0,2586.0,2724.0,3052.0,1440.0,26449.0,26328.0,26130.0,26198.0,22741.0,25281.0,25487.0,25360.0,14.0,14.0,13.0,12.0,14.0,16.0,16.0,13.0,165,152,271,288,252,228,223,173,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,-0.25,-0.2,0.09090909090909091,-0.4,-0.4,-0.25,-0.3333333333333333,-0.25,-0.52,-0.4,-0.52,-0.4782608695652174,-0.5384615384615384,1.2346938775510203,0.25142857142857145,0.5869565217391305,-0.6039783001808319,-0.5891181988742964,-0.54375,0.2303370786516854,-0.09504132231404959,1.3804347826086956,0.07881773399014778,-0.2576271186440678,-0.4048913043478261,0.19672131147540983,-0.2576271186440678,0.34355828220858897,-0.4684466019417476,-0.5379746835443038
86,285,510.0,66.0,1886.0,27141.0,14.0,2478.0,1815.0,1899.0,2663.0,1257.0,1382.0,2413.0,2360.0,2586.0,2724.0,3052.0,26392.0,26449.0,26328.0,26130.0,26198.0,22741.0,25281.0,25487.0,12.0,14.0,14.0,13.0,12.0,14.0,16.0,16.0,219,165,152,271,288,252,228,223,-0.2631578947368421,0.5555555555555556,0.5555555555555556,0.16666666666666666,0.5555555555555556,-0.125,-0.06666666666666667,0.2727272727272727,-0.3,-0.3,-0.125,-0.2222222222222222,-0.125,-0.44,-0.3,-0.44,-0.391304347826087,0.21794871794871795,1.9081632653061225,0.6285714285714286,1.065217391304348,-0.484629294755877,-0.4652908067542214,-0.40625,0.601123595505618,0.17768595041322313,2.097826086956522,0.4039408866995074,-0.03389830508474576,-0.22554347826086957,0.5573770491803278,-0.03389830508474576,0.7484662576687117,-0.308252427184466
